pfam
PF00504
PF06965
PF16158
PF11833
PF07466
PF09353
PF01062
PF14666
PF01223
PF16053
PF13474
PF05201
PF00085
PF10014
PF04547
PF16166
PF13772
PF13602
PF05221
PF04696
PF03071
PF02991
PF02536
PF02416
PF02036
PF01521
PF01423
PF00327
PF00177
PF00098
PF15346
PF14050
PF13884
PF13499
PF13451
PF11360
PF10247
PF10237
PF09801
PF09414
PF07289
PF06925
PF06421
PF05542
PF04755
PF04030
PF04012
PF03781
PF03451
PF03219
PF02542
PF02537
PF02135
PF01789
PF01693
PF01251
PF01179
PF00856
PF00847
PF00474
PF00428
PF00217
PF00209
PF00183
PF00009
PF13821
PF09346
PF08565
PF01466
PF01192
PF00642
PF14870
PF00925
PF00160
PF13793
PF11107
PF04758
PF03405
PF01795
PF08125
PF01221
PF13925
PF06206
PF05030
PF04452
PF04133
PF00071
PF00011
PF09286
PF01256
PF15243
PF14976
PF13806
PF13462
PF13347
PF11317
PF07106
PF05277
PF05033
PF04607
PF01594
PF00294
PF00025
PF17034
PF13350
PF10914
PF08551
PF04399
PF04137
PF00112
PF00036
PF14469
PF13369
PF13020
PF12780
PF11976
PF10584
PF09728
PF08373
PF06624
PF04359
PF03457
PF03348
PF03151
PF03060
PF02724
PF01844
PF01554
PF01392
PF01245
PF01105
PF01077
PF00834
PF00656
PF00630
PF00571
PF00204
PF00173
PF00107
PF00034
PF05856
PF01287
PF16909
PF13886
PF13442
PF12352
PF03398
PF03381
PF03226
PF03097
PF02771
PF02518
PF02493
PF02297
PF01655
PF01434
PF01199
PF00887
PF00833
PF00498
PF00491
PF00411
PF00169
PF00005
PF00004
PF11998
PF05477
PF05427
PF16205
PF12812
PF00137
PF05804
PF02617
PF03986
PF12816
PF09826
PF04095
PF01786
PF01363
PF00994
PF00324
PF00075
PF11697
PF10217
PF10211
PF06108
PF05875
PF03357
PF00867
PF00855
PF00335
PF00318
PF00280
PF16670
PF14738
PF14542
PF14234
PF13851
PF13370
PF12237
PF10354
PF06859
PF05899
PF05421
PF04437
PF04185
PF03795
PF03471
PF02487
PF02423
PF02269
PF02252
PF01370
PF01226
PF01133
PF00908
PF00575
PF00574
PF00445
PF00307
PF02348
PF00208
PF16029
PF04278
PF13401
PF02482
PF09269
PF06079
PF04412
PF03935
PF03577
PF00465
PF07690
PF01966
PF00108
PF14779
PF14769
PF13637
PF13415
PF13380
PF07971
PF07947
PF07200
PF05189
PF03079
PF01781
PF00657
PF00069
PF16457
PF03358
PF02325
PF00591
PF00248
PF13383
PF07714
PF01266
PF01125
PF00494
PF00057
PF00026
