pfam
PF04755
PF07289
PF13925
PF14782
PF01392
PF08911
PF12046
PF14892
PF14623
PF06962
PF05783
PF02739
PF15469
PF14995
PF14288
PF08234
PF02941
PF00396
PF00124
PF11460
PF16656
PF14727
PF11071
PF07080
PF05026
PF03645
PF03271
PF02514
PF01809
PF00837
PF11822
PF10601
PF01789
PF09286
PF07718
PF05185
PF02652
PF16158
PF05681
PF08551
PF09353
PF01133
PF13564
PF13429
PF05981
PF02431
PF09728
PF08729
PF05033
PF06965
PF14846
PF14788
PF14738
PF16011
PF12239
PF01483
PF05698
PF01650
PF05301
PF02423
PF02205
PF15479
PF10170
PF05427
PF03382
PF02852
PF02676
PF02670
PF01103
PF16670
PF16501
PF16294
PF15102
PF14779
PF14652
PF14234
PF14083
PF11904
PF10403
PF10262
PF10178
PF09070
PF08939
PF08507
PF08217
PF07959
PF07842
PF07823
PF07159
PF05462
PF04712
PF04483
PF02537
PF02310
PF02074
PF00199
PF00132
PF16898
PF15163
PF12047
PF08837
PF08477
PF04300
PF03174
PF02581
PF01192
PF00838
PF00128
PF00060
PF10211
PF08265
PF08033
PF07382
PF04359
PF03707
PF03451
PF02790
PF01130
PF16881
PF03989
PF08125
PF00075
PF08856
PF10509
PF04266
PF13370
PF14753
PF03713
PF06248
PF00438
PF13383
PF16331
PF13908
PF12166
PF09826
PF09032
PF08752
PF08616
PF07786
PF05697
PF04959
PF04181
PF03162
PF02427
PF01846
PF00791
PF00017
PF00015
PF16639
PF16166
PF14996
PF14728
PF11977
PF11397
PF10563
PF10266
PF07719
PF07264
PF07109
PF05899
PF05684
PF05486
PF04180
PF03724
PF03485
PF03259
PF03102
PF03034
PF01365
PF00208
PF00101
PF16177
PF14769
PF14749
PF14492
PF13549
PF13326
PF13292
PF11891
PF10595
PF07466
PF04172
PF01453
PF02841
PF07817
PF05127
PF15247
PF08628
PF11968
PF08839
PF16550
PF08854
PF07106
PF00636
PF14858
PF13649
PF08576
PF05147
PF02626
PF00809
PF15253
PF13634
PF13374
PF08638
PF07784
PF04420
PF04286
PF02928
PF01551
PF00984
PF00349
PF15072
PF14668
PF14666
PF14566
PF13884
PF13660
PF13631
PF12580
PF11978
PF09992
PF08207
PF07200
PF06865
PF06799
PF05041
PF04970
PF04864
PF04607
PF04080
PF03987
PF02887
PF02407
PF01931
PF01791
PF01555
PF01306
PF01301
PF01112
PF02197
PF14880
PF13890
PF06999
PF05996
PF00280
