sample,PF00003,PF00013,PF00022,PF00034,PF00071,PF00124,PF00125,PF00139,PF00169,PF00185,PF00194,PF00204,PF00235,PF00241,PF00280,PF00294,PF00314,PF00335,PF00349,PF00355,PF00441,PF00445,PF00456,PF00467,PF00504,PF00571,PF00581,PF00588,PF00615,PF00621,PF00642,PF00732,PF00766,PF00784,PF00839,PF00889,PF00892,PF01014,PF01026,PF01041,PF01055,PF01062,PF01067,PF01128,PF01133,PF01151,PF01184,PF01197,PF01232,PF01363,PF01428,PF01434,PF01565,PF01597,PF01625,PF01733,PF01776,PF01786,PF01789,PF01813,PF01928,PF02146,PF02297,PF02401,PF02453,PF02460,PF02507,PF02514,PF02515,PF02517,PF02542,PF02617,PF02685,PF02739,PF02798,PF02893,PF02894,PF03031,PF03040,PF03219,PF03348,PF03388,PF03439,PF03457,PF03577,PF03645,PF03842,PF04012,PF04108,PF04133,PF04137,PF04172,PF04266,PF04278,PF04359,PF04499,PF04607,PF04664,PF04712,PF04727,PF04755,PF04922,PF05018,PF05033,PF05148,PF05185,PF05301,PF05427,PF05477,PF05641,PF05683,PF05783,PF05811,PF05996,PF06090,PF06108,PF06206,PF06421,PF06432,PF06565,PF06602,PF06859,PF06925,PF06965,PF07106,PF07650,PF07784,PF07876,PF08030,PF08123,PF08125,PF08221,PF08232,PF08385,PF08393,PF08551,PF08713,PF08773,PF08839,PF08854,PF09286,PF09333,PF09353,PF09728,PF09747,PF09793,PF10188,PF10211,PF10235,PF10252,PF10367,PF10601,PF10672,PF11152,PF11175,PF12329,PF12352,PF12738,PF12775,PF12796,PF12816,PF13041,PF13383,PF13401,PF13407,PF13462,PF13507,PF13637,PF13864,PF13886,PF13913,PF13917,PF13925,PF14259,PF14727,PF14778,PF14782,PF14870,PF15104,PF15782,PF16158,PF16313,PF16672
chaetoceros_cont_1,59.258477,120.510777,797.346443,1307.110795,1519.596995,9.773642,367.377337,0,162.943684,91.312242,20.927883,32.211335,0,271.929021,0,456.336573,0,0,0,1793.522316,88.159504,0,1003.609573,0,21800.829345,378.274222,76.236684,159.208585,0,0,73.211226,30.632529,3.092249,0,0,641.763214,523.066763,0,142.492065,267.822353,35.527313,1544.468687,0,88.662841,0,368.024618,0,0,0,55.01322,0,489.106222,211.039665,0,108.754127,19.926483,346.222491,802.090341,242.176733,0,25.813234,100.08864,10.424339,75.329957,0,628.146573,0,716.622732,0,99.967781,69.206632,501.900615,82.878458,17.973263,0,0,0,100.174233,0,154.893299,323.060051,0,19.216975,1812.04364,45.007812,0,2697.809094,206.939953,0,0,53.583604,151.190677,0,192.988825,95.695606,21.0569,96.978816,0,0,17.934334,213.770192,0,0,0,7.407863,8.18911,0,0,0,0,59.214164,0,0,385.299092,10.4854,4.072798,19.775616,18.104342,8.866285,12.778315,28.781582,0,389.186632,0,0,0,0,87.54492,0,11.250931,0,17.573326,0,31.42099,0.555854,0,0,0,0,0,0,19.001066,342.34425,0,0,291.045608,0,2.293576,0,0,0,14.638753,28.55191,0,0,0,190.313138,14.324362,1.278954,1480.141398,12.377991,626.822629,227.436276,24.561459,0,0,101.458838,275.235682,0,0,0,0,0,0,0,0,0,175.298518,0,0,0,0,0
chaetoceros_cont_3,41.560654,108.615187,633.719042,1553.22294,1562.200161,10.383781,434.782688,0,150.943715,97.525073,17.809124,49.973847,0,243.556723,0,352.896958,0,0,0,1781.266085,61.509471,0,1250.246651,0,15408.564082,252.176245,66.743991,232.579015,0,0,67.643462,24.648583,3.481864,0,0,686.663439,416.211047,0,113.775348,443.362598,26.047397,1522.417841,0,59.766018,0,356.311251,0,0,0,48.82982,0,581.208315,172.373613,0,119.174658,14.103956,388.201674,776.26252,282.265432,0,22.701641,73.492013,11.639543,35.734723,0,553.430913,0,396.532404,0,88.428049,65.749223,464.932181,83.535774,12.075981,20.758221,0,10.387849,89.849259,0,147.097753,273.231065,0,16.256638,1664.924268,28.803976,0,2831.645484,271.524005,0,0,38.843125,120.188183,0,179.988069,124.246684,17.596079,89.79749,0,0,19.11422,235.303287,0,0,0,10.387246,9.501846,0,0,0,0,73.865623,0,0,163.442346,7.620883,14.532895,24.801438,13.325494,10.586482,2.505008,24.629276,0,426.832887,0,0,0,0,110.298202,0,8.636075,0,20.639995,0,9.835201,0,0,0,0,0,0,0,5.517229,282.548334,0,0,229.868682,0,1.820967,0,0,0,17.465371,39.422831,0,0,0,177.915092,11.748367,0.405548,1277.415551,7.519739,551.904217,248.026784,24.894122,0,0,191.149175,251.077223,0,0,0,0,0,0,0,0,0,224.315291,0,0,0,0,0
chaetoceros_H2O2_1,44.671622,124.045865,771.083931,779.124527,4189.710913,11.05869,678.36466,0,293.596143,1.248987,15.117421,1.461879,0,115.767601,0,725.023178,0,0,0,1082.937106,167.798783,0,116.94685,0,2569.301951,301.2327,68.010448,115.114402,0,0,102.935436,74.771548,17.370634,0,0,121.0817,397.520704,0,811.808524,38.392281,31.087592,993.536686,0,16.0496,0,88.047222,0,0,0,123.137462,0,1458.489464,154.680024,0,131.244261,12.118264,41.226034,1529.12477,89.981371,0,20.379522,89.389037,16.809283,9.815783,0,910.50877,0,626.310812,0,44.53352,84.974257,225.244431,83.803921,0,9.599918,0,7.3035,62.476463,0,122.798371,860.930402,0,15.869545,1846.229787,119.934589,0,412.551486,504.898903,0,0,147.671209,88.311553,0,31.321462,32.075072,21.270977,125.025966,0,0,23.813878,351.015606,0,0,0,0.453266,0.965134,0,0,0,0,131.778711,0,0,390.130695,33.164179,3.935896,8.97166,11.463786,4.963154,5.114445,123.477259,0,174.561269,0,0,0,0,59.414508,0,29.839477,0,3.266499,0,20.284794,0,0,0,0,0,0,0,60.762999,266.467689,0,0,209.412306,0,18.140055,0,0,0,49.339652,3.14331,0,0,0,559.567209,11.782667,0.592153,1723.968703,6.504426,501.500289,96.78578,0.319147,0,0,4.305637,396.278687,10.874958,0,0,0,0,0,0,0,0,56.238879,0,0,0,0,0
chaetoceros_no_Fe_1,71.379583,123.582874,1120.562322,751.347106,2081.284536,9.064616,740.219241,0,209.429129,70.299309,22.996504,21.032301,0,314.966425,0,403.713449,0,0,0,1533.384919,84.831742,0,1432.425152,0,15440.809506,389.658835,84.84456,170.783909,0,0,107.503215,37.021916,1.141015,0,0,434.085174,485.625831,0,279.341015,244.551562,39.276915,656.174618,0,43.131096,0,179.117582,0,0,0,74.495878,0,524.2143,227.794456,0,88.165563,15.846031,233.331917,251.914532,174.112156,0,26.572041,103.980922,26.647298,48.081712,0,563.554829,0,580.204168,0,68.595107,61.333534,474.488624,70.83805,15.484403,15.874088,0,0,91.324822,0,116.55136,482.036726,0,14.055952,2014.205918,51.860352,0,3534.26471,217.882998,0,0,78.968442,81.423747,0,125.515147,66.858212,19.844222,67.915644,0,0,28.766319,260.572838,0,0,0,5.430323,2.536783,0,0,0,0,114.825962,0,0,273.76066,15.977203,12.583498,8.234971,13.155142,7.3455260000000004,10.904476,40.517765,0,339.384781,0,0,0,0,124.446662,0,15.085394,0,18.355424,0,32.163508,2.567989,0,0,0,0,0,0,22.966132,323.247632,0,0,232.061509,0,0,0,0,0,53.932168,15.07502,0,0,0,250.687475,12.735432,1.14382,1578.132285,9.927791,373.970343,350.960763,24.271836,0,0,27.797147,376.535091,0,0,0,0,0,0,0,0,0,131.264803,0,0,0,0,0
chaetoceros_no_Fe_2,81.011401,164.986013,970.228705,515.37825,1734.204788,11.806838,566.947218,0,211.14151,74.486379,31.682402,25.79733,0,244.001606,0,419.742054,0,0,0,1324.184827,80.748225,0,1836.086883,0,18189.623522,396.973297,66.349243,151.540842,0,0,106.407534,31.17738,4.466048,0,0,501.623522,432.782168,0,226.504828,256.11798,40.214986,776.860491,0,49.822078,0,201.171325,0,0,0,71.004193,0,595.942634,256.645713,0,100.700141,21.159539,219.268981,228.780404,219.470566,0,31.457396,122.47954,23.508214,39.719356,0,621.505475,0,749.556205,0,75.921323,57.071283,470.54663,69.6949,20.712508,13.489017,0,0,89.584833,0,117.844618,513.032775,0,21.623935,2144.800087,73.303758,0,3056.352676,210.028982,0,0,76.784347,95.318876,0,144.31318,71.590086,27.037136,61.247776,0,0,30.87155,267.67128,0,0,0,7.325326,2.175004,0,0,0,0,120.944458,0,0,285.156159,21.13208,9.296247,9.705477,16.468125,11.233081,13.787372,43.351782,0,378.632826,0,0,0,0,82.481037,0,10.770896,0,15.833537,0,29.081404,3.029688,0,0,0,0,0,0,30.852332,372.139889,0,0,225.006055,0,0,0,0,0,29.746187,12.61798,0,0,0,201.802975,15.759444,2.451431,1683.692795,12.330522,436.025204,325.363646,31.255793,0,0,34.155785,330.485398,0,0,0,0,0,0,0,0,0,169.155026,0,0,0,0,0
cristatum_f/2_day11_r1,0,292.10864,279.219621,0,775.695307,436.758877,216.475136,0,122.81873,0,2.9882049999999998,7.631307,0,342.115521,0,489.450552,0,0,0,178.011232,32.805234,26.292176,0.646419,0,63980.39718,213.567641,266.943914,16.406868,0,0,46.741084,45.681603,0,0.117196,272.682169,23.139052,89.507168,3.877982,5.155303,12.714401,34.046896,102.332529,0,26.18455,18.249104,279.822223,0.443624,133.313373,0,8.497895,205.791541,521.12007,42.921451,346.780906,90.817466,0.361948,556.161484,105.669699,257.932793,12.25616,32.309255,31.150783,0.367919,63.348554,0.152822,95.375576,0,101.476462,16.24167,29.931665,38.667558,0,4.347961,0,8.168378,11.434853,0.321017,72.01725,50.575534,538.012348,0.807988,0,7.432539,135.677284,1.621424,78.88093,6.526892,346.647649,1.061503,0,7.929984,60.701827,24.327393,0,8.536696,14.910186,0.221215,0,35.225383,23.590151,98.270345,0,130.945226,0,0.599913,0.769461,4.081779,0,4.09375,1.551237,0,0,9.842903,0,1.669853,2.935514,0,0,2.818455,59.49623,0,2.299071,109.669241,27.266256,1.001927,0,0,17.047205,1.778289,22.294982,2.904877,7.048799,0.830477,22.119497,8.930992,36.48616,0,0,0.606821,0,14.479054,0,203.820041,9.825901,16.279065,28.282598,24.619604,16.369496,16.95453,18.273374,1.820719,0.661,2.032036,4.025458,0,1.842182,59.659357,7.508161,0.824856,1155.227985,2.862595,248.920797,61.850963,0.167344,0.498163,4.947239,2.369675,313.30015,45.26882,6.333891,8.558711,7.332657,6.842344,0,10.86138,4.606801,8.882664,158.00588,28.887443,0,107.187854,2.388469,0
cristatum_f/2_day11_r2,0,359.39101,268.062733,0,763.553357,463.180991,217.190041,0,130.709236,0,3.317054,9.793556,0,346.832947,0,447.212195,0,0,0,190.430423,35.459523,21.970848,0.588413,0,70457.066918,204.241025,285.617232,19.578377,0,0,55.466108,52.387866,0,0.037777,340.491073,32.90175,100.826718,3.016838,7.350476,15.516844,40.728638,110.303074,0,23.821505,20.937195,264.408786,1.908367,130.793482,0,8.90429,187.061261,524.1394,46.584464,374.330462,89.272767,0.735458,491.398243,118.658349,255.182395,13.334706,32.769925,33.388728,0.075591,70.601715,0,103.601389,0,124.092782,19.134247,32.095335,38.004491,0,4.546103,0,9.850317,11.410739,0,74.406592,54.313849,522.508534,0.820388,0,10.875239,155.399883,1.158432,75.336021,6.181655,320.647612,1.30367,0,8.996525,73.416986,25.295788,0,9.120397,17.492257,0.170025,0,38.746099,20.142774,109.952997,0,130.990474,0,0.426015,0.805284,4.583408,0,4.617566,1.215477,0,0,12.240098,0,1.759794,2.148778,0,0,2.437818,69.568182,0,2.317906,124.381144,28.151502,1.130707,0,0,20.195284,2.967617,25.823264000000002,2.945531,8.246297,0.649212,29.775119,13.578936,42.535794,0,0,1.915026,0,14.416075,0,215.301062,10.520517,19.148667,31.237677,26.169728,18.09618,16.294672,18.946586,2.202048,0.487108,1.58981,4.552357,0,2.428737,59.421011,8.243118,0.862107,1213.44703,2.897417,302.953651,78.934428,0.36053,0.836066,5.343755,2.697883,313.782739,51.945228,6.611323,10.954804,9.801764,5.667831,0,11.160037,5.141715,10.416394,186.960826,22.930299,0,103.97174,3.909439,0
cristatum_f/2_day11_r3,0,299.036516,261.752164,0,679.438244,675.559568,196.351793,0,115.572088,0,3.265699,7.929003,0,297.575708,0,397.357658,0,0,0,161.242327,26.596812,19.98259,1.109945,0,59397.462966,206.2442,234.024087,18.654023,0,0,50.096107,44.047554,0,0.120126,289.333096,26.123418,85.189008,3.581843,5.78301,22.000805,36.008435,128.302839,0,17.152157,18.528524,350.56715,0.510286,81.897504,0,7.691405,202.86859,528.557954,48.060454,255.652351,89.652664,0.115341,439.823577,94.563058,239.181258,13.8914,30.03938,27.326978,0,62.395701,0,106.992357,0,116.204072,14.561422,33.126732,40.170455,0,5.663028,0,9.196027,10.23395,0,71.775832,84.072907,548.072952,0,0,8.750359,170.666863,1.388793,76.56281,5.649437,372.286835,2.567405,0,7.722235,74.668549,25.244165,0,6.208379,18.126485,0.099457,0,42.442897,22.55601,93.01194,0,129.536606,0,0.79315,2.071612,3.548318,0,5.633486,0.770404,0,0,11.91787,0,0.770611,1.22383,0,0,2.872971,69.865995,0,2.024782,107.075691,16.802568,0.947253,0,0,16.880726,2.866153,20.806537,1.652572,6.582022,0.701543,29.159132,17.470095,28.299023,0,0,1.155765,0,9.460012,0,188.963707,8.542562,20.724811,26.359787,24.938287,17.315263,16.927885,15.984932,1.461895,0.275285,2.749776,3.037461,0,2.930052,61.785103,7.159863,0.478736,1190.724864,2.697672,311.107045,71.989943,0,0.777097,3.893536,8.859552,329.246586,57.78095,4.54772,13.057763,9.272474,7.599838,0,9.077675,5.70731,8.346976,201.857095,24.690999,0,144.062693,2.750076,0
cristatum_f/2_day11_r4,0,330.422069,291.035045,0,796.45134,334.052422,230.983452,0,131.285891,0,2.716366,8.25667,0,323.855592,0,497.332837,0,0,0,188.938559,36.624579,21.650901,0.81979900000000006,0,70033.873264,214.781444,279.818702,17.308284,0,0,51.271008,48.236137,0,0.101208,330.659228,27.729147,91.340525,4.399899,6.880471,12.800214,39.411788,112.13093,0,22.214446,20.190579,292.134307,0.886957,132.421388,0,8.932792,212.617086,537.638494,46.097567,341.04687,91.598166,0.965088,544.926034,110.343737,258.692737,13.174274,34.343064,32.906066,0.314231,66.425168,0.42749,100.582089,0,101.535599,17.197581,31.313069,38.134316,0,4.084542,0,8.953491,11.287932,0,75.561535,59.700076,558.676982,0.806914,0,9.057059,148.546184,1.60655,80.057619,6.86604,332.238278,1.798172,0,8.292628,66.053079,23.713414,0,10.347111,15.776339,0.795124,0,37.165363,21.627267,109.413451,0,131.735326,0,0.427684,1.125494,4.704399,0,5.101331,1.338441,0,0,13.126599,0,1.177101,2.097639,0,0,2.447973,64.302862,0,2.114277,103.68725,24.512919,1.186344,0,0,17.460693,1.565252,24.35536,1.95923,7.053197,0.259859,26.346998,19.257565,41.413248,0,0,0,0,17.108024,0,219.901388,10.077733,17.070597,28.717769,31.149612,15.619999,17.030386,21.677412,1.681385,0.325559,2.526943,3.463222,0,2.697023,61.344395,8.156572,0.430134,1178.041214,2.822761,286.267569,73.431796,0.143229,0.696147,4.928182,2.479925,318.486424,55.056201,4.842691,9.170007,10.116121,7.718133,0,11.186812,5.331229,9.460619,185.411596,24.441869,0,110.936214,3.436646,0
cristatum_f/2_day11_r5,0,394.586828,331.581915,0,1030.014798,154.040205,291.139141,0,165.458924,0,3.070177,9.665578,0,373.050153,0,490.788871,0,0,0,216.470201,54.492458,20.685316,0.561089,0,100835.483346,244.967847,331.579495,13.847377,0,0,52.805396,50.280255,0,0.215767,327.661665,18.972748,95.035742,6.430705,8.381516,9.923375,33.890456,110.349194,0,26.284236,23.55925,252.604935,5.134783,94.70865,0,9.990313,225.829614,578.855884,38.792064,302.94795,84.23887,1.164811,560.324242,138.66543,282.504117,13.725121,35.298989,31.985748,0.35155,70.579666,0.245222,74.210206,0,85.324294,18.820551,31.257221,47.131056,0,7.227034,0,9.421822,16.27778,0,78.581778,51.935223,614.880767,0,0,10.581638,137.615022,1.525791,96.986588,6.4227,459.761118,2.424086,0,5.795255,54.310645,18.090933,0,10.878579,18.215935,0,0,53.757919,16.834866,112.596045,0,146.149577,0,0.051269,0.23029,5.778869,0,5.041428,1.18526,0,0,12.599692,0,1.469873,0.583525,0,0,2.06731,98.370075,0,2.34734,78.386358,25.937794,1.913383,0,0,24.232482,1.531476,23.79567,3.773276,7.293704,0.297964,39.12947,18.63679,35.444071,0,0,1.006433,0,25.432926,0,239.965463,12.403129,15.94585,31.207536,35.886261,15.984216,22.180578,21.516405,2.454262,0.371839,2.75528,5.153935,0,3.025963,56.362144,8.566303,0.748449,1146.178359,2.994293,265.009536,63.393472,0,0.58274,3.257737,3.9605070000000002,348.044909,69.403684,4.277856,11.127879,10.215745,8.158736,0,15.047385,5.407432,12.939351,163.382508,30.704145,0,105.427052,2.053182,0
cristatum_f/20_day11_r1,0,280.978953,361.24330200000003,0,1164.00509,482.09428,341.450329,0,150.998064,0,6.427113,5.117133,0,387.821229,0,255.542861,0,0,0,104.933343,38.062555,30.113954,0.758466,0,19084.325212,231.838871,214.365035,14.906845,0,0,43.575014,20.232019,0,0.791496,397.919902,13.276476,110.30443,12.803581,11.141835,34.758112,47.250993,266.715576,0,11.032196,23.696699,597.46001,0,34.559969,0,15.544158,353.684479,713.414591,44.937171,104.838205,114.442162,3.285124,940.847704,96.415892,167.379472,17.452561,38.283682,44.748246,0.66758,42.961451,0,172.059381,0,54.693742,17.09797,36.707918,19.614903,0,11.700482,0,14.518244,17.257214,0,89.323624,63.098823,264.508443,0.521164,0,7.666861,148.971204,9.642771,105.186507,11.96117,532.127818,3.452277,0,9.337255,27.984804,23.779846,0,5.869926,21.776995,0.300568,0,67.644129,36.907486,114.371555,0,260.196838,0,0.498876,1.016431,4.692306,0,5.771144,0.682887,0,0,9.75491,0,1.621803,7.333883,0,0,2.491889,106.167253,0,4.0224,9.051454,0.860199,2.431549,0,0,32.053524,0.088056,21.908268,2.358135,7.062995,0.909654,41.265985,16.289302,36.462835,0,0,0.169733,0,10.582174,0,159.560905,6.144985,25.520122,32.617978,32.597214,24.270676,45.413746,19.416615,1.621347,2.32955,1.8666,5.842824,0,2.066989,74.691591,9.337223,0.715176,1418.572951,2.30222,274.707592,90.255878,0.175494,0.598372,6.346489,2.88492,330.475116,87.363324,15.146299,12.629545,6.680569,5.720174,0,8.922993,6.095004,8.801239,224.222495,55.347766,0,511.389686,6.452797,0
cristatum_f/20_day11_r2,0,327.792147,361.729243,0,1212.175253,526.5972,278.076143,0,117.532328,0,4.306566,7.51391,0,383.902819,0,376.849769,0,0,0,85.829457,41.998692,23.058378,1.481123,0,22235.112372,232.344273,208.437236,13.879279,0,0,50.007913,16.181191,0,0.121119,413.68066,20.741229,98.952457,19.09647,11.602844,24.675455,42.534454,154.993745,0,16.525903,27.316163,723.101785,0,98.573266,0,14.616201,370.570213,981.62110499999994,40.599398,193.167049,140.940599,2.991009,864.302005,65.883986,242.180676,20.856533,36.927201,53.136692,0,44.788006,0.185661,200.979801,0,43.897224,14.595188,37.249816,20.741345,0,16.756712,0,13.319224,20.064035,0,90.301836,81.340735,90.301734,0,0,7.635398,133.092718,9.66578,103.542208,7.730067,651.295109,2.729647,0,12.620597,39.377729,20.654288,0,3.304072,23.091901,0.099674,0,48.359023,42.868586,148.559176,0,178.545456,0,0.277177,0.315948,5.112409,0,5.117455,1.310732,0,0,16.008204,0,1.473054,22.303963,0,0,4.957061,70.682728,0,2.710653,4.355169,0.403068,1.32956,0,0,37.407159,0,27.979298,2.154024,6.889779,1.157296,35.499465,12.147814,42.227216,0,0,0.712447,0,4.592481,0,179.251326,8.106228,29.821497,33.329257,35.485926,18.165923,51.199038,25.803309,1.625064,0.947163,1.953459,8.491066,0,2.100599,67.612014,9.857992,0.275295,1389.754052,2.640645,273.201136,83.727628,0,0.504205,5.139802,0.296561,351.811075,61.661677,16.515026,7.069987,8.718143,7.011845,0,10.146456,4.340299,10.264967,245.823153,32.655296,0,379.581523,3.399744,0
cristatum_f/20_day11_r3,0,288.939589,264.130676,0,813.585022,524.242827,232.209503,0,130.773884,0,4.268332,6.855642,0,297.145968,0,384.862115,0,0,0,149.556193,29.98188,24.31637,0.749105,0,54267.323852,170.534139,256.286023,12.59096,0,0,43.272178,52.799753,0,0.289022,288.950233,15.927982,95.445624,5.226009,7.415959,15.519466,41.008154,169.108445,0,25.546849,15.9466,381.794559,0.152282,95.334331,0,8.421509,237.590189,473.83237,40.455134,242.854453,96.288684,1.05798,651.29183,119.492493,224.858429,12.294579,27.096583,40.317411,0,53.843804,0,130.706981,0,85.892836,18.784904,28.14602,36.028048,0,4.493819,0,10.250795,10.875554,0,73.175004,49.049801,749.12046,0.477499,0,7.28388,149.313796,1.998416,75.379545,7.971819,308.282688,2.161986,0,10.111479,53.380295,17.582025,0,4.504817,15.483945,0.797744,0,45.844547,21.930479,94.19388,0,158.889239,0,0.351844,0.728661,4.792617,0,5.348074,0.820884,0,0,9.273138,0,1.233571,2.04213,0,0,2.36594,66.913321,0,2.377757,84.997204,23.47333,1.166946,0,0,19.094399,1.14126,22.229855,2.317018,5.223898,0.3905,29.915747,15.657794,32.840515,0,0,0.622565,0,10.310407,0,201.25208,5.846062,16.107413,24.315582,25.023878,19.396092,28.964772,14.236004,1.208607,0.978543,2.466937,3.945755,0,1.271558,59.730194,7.280669,0.547951,1199.373501,2.549958,262.150851,73.048386,0,0.566225,4.805769,1.124311,290.704474,57.455241,8.080582,9.828871,6.288732,6.533191,0,8.243831,4.524578,7.934461,196.548601,30.122192,0,261.664147,4.172138,0
cristatum_f/20_day11_r4,0,306.580827,354.019878,0,1150.369777,464.104788,308.574244,0,136.219573,0,3.782674,7.054277,0,381.861132,0,321.20006,0,0,0,96.388563,43.379256,30.647052,0.901416,0,28487.818039,228.415253,223.702249,13.528738,0,0,44.857411,17.637684,0,0.381388,432.799497,15.041811,100.413193,17.028106,9.14588,23.43832,45.706956,212.486643,0,13.726087,24.570032,634.006691,0,43.546007,0,11.712135,352.04437,682.275604,41.96081,138.291414,123.422237,1.832426,852.562884,80.600869,187.577758,19.583948,34.998345,46.109825,0,38.947217,0,170.601473,0,46.567976,14.660802,32.452715,22.093722,0,10.912024,0,11.205641,16.488417,0,98.51714,66.603516,289.185435,1.34942,0,7.411018,121.530722,9.950125,113.09839,11.5389,524.886776,3.460035,0,12.387375,35.047586,21.128845,0,4.440965,19.955605,0.277208,0,55.318528,30.507809,122.097659,0,211.689699,0,0.123563,0.237849,4.592472,0,5.366305,1.108551,0,0,10.889257,0,2.080369,11.324663,0,0,3.468291,85.144772,0,2.450262,7.622453,0.791148,2.304917,0,0,28.00694,0.044618,26.684342,2.913287,6.459762,1.43557,39.064449,20.315678,38.422572,0,0,0.968998,0,9.551703,0,161.461751,8.307994,25.80275,30.779728,37.135842,20.02472,43.766459,16.6221,1.929984,1.007987,3.53705,4.195472,0,1.96841,67.687722,9.002696,0.453911,1306.923639,2.626241,246.703863,87.173924,0.200089,0.730334,5.337354,0.260011,320.281289,67.717431,13.466686,8.945011,6.527367,5.289358,0,11.351615,3.640916,8.444863,234.582053,40.000073,0,453.969023,4.755742,0
cristatum_f/20_day11_r5,0,281.522977,335.118993,0,1278.663193,352.465555,357.159635,0,160.614959,0,5.932916,6.881958,0,399.230537,0,238.384236,0,0,0,102.537882,47.944944,32.419981,0.558319,0,11679.760433,208.258587,211.64854,13.715778,0,0,42.929442,20.736929,0,0.949675,397.307493,10.72858,112.988409,18.116119,13.964508,47.644066,47.90424,314.442126,0,10.558603,18.804538,644.452765,0.254548,37.73126,0,14.350474,400.378999,731.822229,45.109562,95.019384,118.852183,4.746895,969.107554,108.07676,159.371291,19.850573,37.267178,61.594976,0.296109,47.701786,0.325002,187.086568,0,52.380406,20.916842,35.580573,22.179588,0,11.38862,0,15.662829,15.609784,0,97.14356,55.893282,163.541127,0.270708,0,8.550236,160.683104,8.564612,115.948228,13.636775,564.075596,3.99522,0,11.194046,29.019249,26.776862,0,6.2403,20.957244,0.347934,0,77.759778,38.558878,125.458933,0,277.389414,0,0.473274,1.79177,5.539403,0,6.299079,0.964468,0,0,11.568956,0,2.189423,13.79044,0,0,2.664719,111.353013,0,3.419218,3.178468,0.468526,1.891537,0,0,38.059549,0.330019,22.256785,2.605539,6.442793,1.367755,51.489578,19.512253,35.826996,0,0,0.868526,0,11.899061,0,177.059853,6.717086,28.304071,29.142034,33.695968,27.443762,49.918265,20.629939,1.939325,1.875312,2.063978,5.426332,0,1.854927,73.677866,10.462616,0.809402,1540.932399,2.122754,289.749954,87.139137,0.14392,0.819932,5.185997,7.934934,356.235374,92.492915,15.845206,12.866745,7.287751,6.657371,0,9.576877,6.316974,9.798527,233.327373,56.338957,0,587.000625,4.564918,0
cristatum_f/20_day16_r1,0,372.009455,384.308069,0,1751.389875,237.61063,517.889244,0,211.197454,0,4.748383,11.65895,0,554.223119,0,108.052292,0,0,0,97.448824,95.824696,35.003673,0.458527,0,4079.534171,247.383223,217.72629,26.303088,0,0,55.943584,17.869568,0,2.204814,454.190779,17.455124,152.553104,24.148299,13.746113,56.877101,51.828984,304.980259,0,0.502074,25.175072,411.330782,0,18.866715,0,15.970186,478.065935,312.591811,41.124543,70.125296,84.559593,13.115083,1098.482413,312.786087,103.306392,19.178347,42.470524,58.424005,0,40.553951,0.228265,139.548298,0,34.334883,30.672246,63.926237,15.228505,0,12.150777,0,17.84046,20.443427,0,118.530761,7.096309,28.590959,0,0,9.679048,164.052491,10.335662,90.475111,8.960088,389.59252,6.483115,0,14.187648,5.95161,29.148521,0,11.068921,29.02771,1.205878,0,73.98792,43.236617,63.387832,0,237.998747,0,1.79665,2.674547,7.494147,0,9.441315,1.632791,0,0,11.383109,0,2.768727,7.524807,0,0,3.405315,113.941655,0,2.63124,0.353627,0.601787,1.104358,0,0,33.425707,0.554534,25.32838,4.000284,9.920729,2.169836,57.599237,32.329078,46.857162,0,0,0,0,35.366767,0,112.845139,8.591542,43.574661,29.798578,49.0169,31.907286,61.583859,22.359114,2.566608,1.244727,3.183069,5.92751,0,2.909622,91.126453,13.082448,1.38122,1523.177522,3.641052,316.588591,97.710574,3.186087,0.64808,5.917963,22.049374,426.040538,70.93389,18.41489,19.760704,8.198877,5.950135,0,16.272095,7.313317,14.215197999999999,166.153715,51.890522,0,795.524053,4.931811,0
cristatum_f/20_day16_r2,0,368.750458,384.662591,0,1687.054553,101.317072,556.470534,0,205.290451,0,4.953987,15.429928,0,547.907555,0,102.81363,0,0,0,96.663937,94.454784,35.132957,0.782268,0,3737.036312,243.195548,229.365329,25.219762,0,0,62.815238,20.516019,0,1.789487,410.727562,15.288942,142.442922,22.883986,16.167846,50.174365,51.956418,226.487293,0,1.724254,26.074836,353.980751,0.347018,28.989014,0,15.437632,477.52623,292.419748,44.343847,82.082445,89.243158,15.916429,1105.827016,195.380246,87.792712,23.777445,41.180233,60.9341,0.445624,36.75304,0.675215,134.443887,0,38.740004,20.681031,48.184604,12.899969,0,12.063454,0,17.57814,17.982854,0.738935,108.681667,4.867423,21.633941,0,0,9.646997,203.430219,7.020629,112.071262,8.411328,333.445599,6.779439,0,12.322406,6.72089,34.40033,0,10.463385,28.744256,1.209452,0,68.025091,40.557062,67.88645,0,219.844024,0,1.487835,2.092239,7.675928,0,8.279609,1.265544,0,0,10.013843,0,2.605399,6.018611,0,0,3.757849,105.614242,0,3.292492,0.361746,0.915094,1.284951,0,0,28.594474,0.506264,26.699069,3.477504,9.020149,1.547106,51.407163,24.681731,44.998838,0,0,0,0,35.296663,0,133.072817,8.775769,38.26654,32.295955,42.907282,30.160026,47.942836,29.457402,2.93676,1.343612,2.015084,6.963966,0,2.714261,94.481224,14.886342,1.069594,1513.503322,4.902811,328.311692,88.706046,0.325431,0.902325,6.00825,20.536758,430.761613,74.812517,15.2732,21.059371,10.087789,6.556331,0,14.325217,6.393412,13.87296,153.501559,52.394822,0,588.435271,4.797094,0
