sample,PF00003,PF00013,PF00022,PF00034,PF00071,PF00124,PF00125,PF00139,PF00169,PF00185,PF00194,PF00204,PF00235,PF00241,PF00280,PF00294,PF00314,PF00335,PF00349,PF00355,PF00441,PF00445,PF00456,PF00467,PF00504,PF00571,PF00581,PF00588,PF00615,PF00621,PF00642,PF00732,PF00766,PF00784,PF00839,PF00889,PF00892,PF01014,PF01026,PF01041,PF01055,PF01062,PF01067,PF01128,PF01133,PF01151,PF01184,PF01197,PF01232,PF01363,PF01428,PF01434,PF01565,PF01597,PF01625,PF01733,PF01776,PF01786,PF01789,PF01813,PF01928,PF02146,PF02297,PF02401,PF02453,PF02460,PF02507,PF02514,PF02515,PF02517,PF02542,PF02617,PF02685,PF02739,PF02798,PF02893,PF02894,PF03031,PF03040,PF03219,PF03348,PF03388,PF03439,PF03457,PF03577,PF03645,PF03842,PF04012,PF04108,PF04133,PF04137,PF04172,PF04266,PF04278,PF04359,PF04499,PF04607,PF04664,PF04712,PF04727,PF04755,PF04922,PF05018,PF05033,PF05148,PF05185,PF05301,PF05427,PF05477,PF05641,PF05683,PF05783,PF05811,PF05996,PF06090,PF06108,PF06206,PF06421,PF06432,PF06565,PF06602,PF06859,PF06925,PF06965,PF07106,PF07650,PF07784,PF07876,PF08030,PF08123,PF08125,PF08221,PF08232,PF08385,PF08393,PF08551,PF08713,PF08773,PF08839,PF08854,PF09286,PF09333,PF09353,PF09728,PF09747,PF09793,PF10188,PF10211,PF10235,PF10252,PF10367,PF10601,PF10672,PF11152,PF11175,PF12329,PF12352,PF12738,PF12775,PF12796,PF12816,PF13041,PF13383,PF13401,PF13407,PF13462,PF13507,PF13637,PF13864,PF13886,PF13913,PF13917,PF13925,PF14259,PF14727,PF14778,PF14782,PF14870,PF15104,PF15782,PF16158,PF16313,PF16672
cristatum_f/20_day16_r3,0,372.663392,393.219149,0,1628.460762,110.220182,518.572513,0,208.049392,0,5.021433,15.978627,0,513.551178,0,102.458849,0,0,0,94.457699,89.53046,33.084523,0.709914,0,3736.701641,226.187755,232.402687,27.139635,0,0,57.143448,21.365278,0,2.492602,458.718649,14.660068,138.527165,20.640307,16.811028,52.653035,54.644836,312.397808,0,0.711039,27.444304,377.260622,0,17.14642,0,16.524219,519.488454,300.994675,44.758014,65.03702,87.731149,15.852772,1131.5201280000001,225.367938,91.048024,21.601927,39.839601,57.570638,0.246085,40.756557,0.189699,140.389482,0,36.796919,21.951812,51.603932,14.974287,0,12.164578,0,15.462375,21.617033,0,110.664021,3.79886,26.074586,0.553995,0,9.980407,228.293206,7.657228,109.847941,9.392615,359.13802,5.485391,0,14.60314,5.021728,31.857301,0,9.438151,26.764508,1.551777,0,69.508625,37.595912,57.442301,0,231.385817,0,1.307891,2.068468,8.992905,0,9.102151,1.918546,0,0,10.002326,0,2.700116,6.1219,0,0,2.831671,117.853726,0,3.059505,0.301413,0.711889,0.731661,0,0,32.168065,0.239593,29.208554,3.737091,9.376365,1.500646,53.871758,24.695999,43.54971,0,0,0.23785,0,32.233017,0,123.961502,8.071544,32.364433,30.725105,46.452974,33.054551,52.387694,24.090762,3.011149,1.433115,2.605492,5.365879,0,2.510989,99.36904,13.98392,0.826563,1560.437493,4.422323,341.326551,95.877569,0.196569,0.802117,5.654578,17.064511,412.372451,79.423892,18.344105,22.60673,7.226776,7.436632,0,13.945174,5.942116,12.163102,196.002638,50.117128,0,628.834547,4.972366,0
cristatum_f/20_day16_r4,0,363.10704,343.442695,0,1509.095588,91.409161,489.345183,0,215.135667,0,5.071786,18.004678,0,510.336405,0,113.453827,0,0,0,93.318058,95.651537,33.964399,0.63164,0,4044.616095,231.279241,216.634629,25.561012,0,0,55.542151,20.448862,0,2.44577,490.701249,18.733923,149.084514,20.688014,14.644792,51.269914,61.238887,390.41914,0,0.655805,26.219881,432.462219,0,15.53545,0,20.52921,482.866143,357.078984,48.256907,52.969941,88.835622,13.177275,1184.258567,263.244613,95.576205,18.608794,38.008697,56.874476,1.162807,40.457311,0.184843,161.698126,0,32.300148,21.148046,58.031757,15.584805,0,13.635802,0,13.469826,20.973062,0,114.99305,10.647428,38.165987,0,0,9.91386,246.106842,10.006065,80.826142,8.442801,379.556948,7.922079,0,15.300393,5.943176,30.103623,0,10.653236,30.386086,2.661372,0,70.003686,37.894087,63.458594,0,216.559992,0,1.155106,2.593148,7.073054,0,8.031871,2.306758,0,0,9.768744,0,2.615668,7.104958,0,0,2.754754,109.145036,0,2.050363,0.238425,0.262857,0.63602,0,0,36.96118,0.476518,25.489406,3.643036,9.960435,1.5340530000000001,65.902482,34.252652,40.514116,0,0,0.748183,0,40.80647,0,113.302369,9.069308,37.764376,30.160807,42.373432,35.8501,49.317042,20.97488,2.831956,1.08951,2.392069,5.092338,0,2.834862,102.360951,15.283181,1.492478,1591.789367,5.109228,370.319002,96.658362,0.619097,1.269341,5.836145,24.391891,422.564003,70.964553,19.475681,21.181587,5.553323,6.677512,0,15.262997,6.526597,13.988775,241.46027,44.788654,0,815.037933,5.233097,0
cristatum_f/20_day16_r5,0,375.572198,400.480315,0,1679.475396,125.548671,518.778965,0,215.776499,0,5.060789,15.840029,0,574.713023,0,102.956681,0,0,0,98.512441,93.70784,36.009428,0.532903,0,3684.098184,249.758537,214.124105,24.565753,0,0,58.990046,19.432655,0,2.707646,507.266784,16.391422,151.356208,21.795235,16.585494,52.935571,57.890522,299.146888,0,0.762799,28.761689,383.066204,0.149378,15.205157,0,20.720194,474.557642,299.249248,48.521656,66.3069,87.207704,15.40873,1204.971236,326.14011,103.368975,20.811572,37.90052,60.777345,0,37.255927,0,154.517468,0,32.979889,21.026949,68.037657,14.766562,0,11.675164,0,13.103392,22.137553,0.325513,124.762054,6.187197,22.913573,0.321688,0,9.38638,209.385902,11.536912,95.184049,8.636291,372.788314,8.500849,0,15.696193,5.0048,34.30326,0,9.561007,32.398712,1.860717,0,67.202771,43.80715,56.810458,0,217.877466,0,1.25204,2.443819,6.881703,0,9.361207,1.920639,0,0,11.205947,0,2.648876,6.248113,0,0,3.10417,105.82568499999999,0,1.704741,0.385423,0.277156,1.381973,0,0,26.776194,0.159808,28.619571,2.721337,9.462657,2.122896,71.614435,33.10645,45.439084,0,0,0,0,39.378163,0,115.133239,8.156458,40.766348,34.397683,45.367056,34.174625,61.177938,26.732561,3.386104,1.60822,2.618608,5.172672,0,2.710067,94.099805,13.287423,1.998859,1599.437056,3.994528,360.750421,94.716846,0.677067,1.067319,6.380305,21.685459,420.588241,63.241835,19.962002,18.242603,7.294902,6.645088,0,15.428669,7.363918,14.051855,188.98886100000001,40.97786,0,835.767242,4.924419,0
cylindrotheca_cont_1,217.597442,154.525719,1041.43316,0,1179.047589,90.797695,264.614292,0,116.584556,36.853036,15.868081,53.65884,0,213.784553,11.169744,100.39453,0,0,0,969.772035,34.225071,0,460.498922,16.601112,56000.285265,93.966217,27.762004,133.749521,0,0,104.667696,5.840159,5.388033,0,0,732.668511,206.021404,0,13.337009,217.737532,21.863703,656.978977,0,77.614628,0,273.15229,3.189287,0,0,341.961321,0,46.920558,88.326659,67.595552,852.238014,0,0,44.258719,76.099651,60.280922,0,109.089592,0,195.694867,0,320.409913,3.095979,405.643214,0,57.350111,4.982668,29.14318,2.321844,1.63216,0,0,1.803353,224.658545,0,187.76716,56.210653,0,16.370201,4726.180007,11.621817,0,1585.018417,82.795109,16.540409,0,27.383235,88.386878,0,422.866129,11.717516,0,109.470694,0,0,14.808023,213.585572,0,0,0,34.057225,69.696835,0,0,0,0,5.218528,0,15.01242,254.659929,2.55972,12.861624,6.339857,47.084201,2.376207,0,10.005553,0,115.472179,0,0,27.12348,0,0,75.66626,42.432521,0,0,0,0,0,0,4.905866,0,0,18.837538,0,10.61424,277.193816,0,0,90.696782,0,0,0,0,0,181.915056,93.616546,8.474919,0,0,13.024261,1.97506,0,2430.964821,10.733416,337.844147,67.867413,0,0,1.744639,99.565556,232.275255,0,0,0,0,0,0,0,0,0,198.428553,0,0,0,0,0
cylindrotheca_H2O2_1,231.076897,84.458199,1554.330699,0,2911.322922,241.63438,441.983489,0,288.271897,78.137319,14.521848,6.874083,0,207.036578,3.570637,119.170056,0,0,0,461.525734,138.971532,0,150.815766,95.62156,2171.892632,33.449827,27.184622,41.163964,0,0,214.328202,5.918554,15.232137,0,0,38.070527,172.793085,0,54.206051,491.809478,13.623423,359.146061,0,1.494317,0,566.404047,1.891553,0,0,243.331267,0,167.048095,116.651413,24.313947,621.468473,0,0,122.911073,29.416335,9.779367,0,581.492742,0,59.301837,0,596.830835,12.156974,20.989245,0,23.760638,9.017605,4.889212,8.05069,0,0,0,9.467689,317.728119,0,124.438317,284.24939,0,36.892847,3249.213576,116.60739,0,259.530905,852.856573,266.658492,0,209.626134,23.215469,0,2158.089207,2.043118,0,97.429332,0,0,13.021056,533.705897,0,0,0,6.000043,127.517339,0,0,0,0,0.864063,0,7.970305,58.44986,0,13.911911,3.148033,38.296887,12.90428,0,44.970129,0,203.073703,0,0,3.813252,0,0,68.3958,34.380324,0,0,0,0,0,0,0,0,0,0.894657,0,39.592668,329.976598,0,0,45.584271,0,0,0,0,0,1389.971482,19.396667,26.19909,0,0,146.57985,9.87714,0,2213.950559,2.018681,202.925307,46.697562,0,0,0,38.251415,595.338217,0,0,0,0,0,0,0,0,0,69.096234,0,0,0,0,0
cylindrotheca_H2O2_2,259.569366,58.134515,1421.010508,0,2507.80645,422.41294,347.990341,0,248.702379,79.051826,9.011135,4.983021,0,153.018276,0.744358,124.267849,0,0,0,445.880716,126.313256,0,134.083074,92.75833,1652.859407,30.942842,21.482714,50.546479,0,0,213.2889,4.453029,15.668682,0,0,15.668394,164.291618,0,41.156326,504.399985,13.145641,392.061308,0,1.064019,0,512.012068,2.626588,0,0,269.712341,0,173.917506,138.282097,14.014364,673.529991,0,0,100.929319,21.67919,16.419788,0,569.020233,0,44.939474,0,573.562797,13.138466,13.434887,0,34.107124,2.559278,5.899925,26.6898,0,0,0,7.922161,331.505606,0,111.551936,235.505359,0,38.756087,3326.16332,125.602227,0,367.806432,756.378533,294.772923,0,250.663816,27.243761,0,1840.011126,3.338816,0,102.977649,0,0,10.850369,464.948334,0,0,0,5.022019,149.844082,0,0,0,0,0.92058,0,2.168716,58.158294,0,4.703896,3.445355,0,11.126261,0,52.147136,0,188.95914,0,0,7.235366,0,0,78.535444,38.921924,0,0,0,0,0,0,4.354869,0,0,1.837706,0,48.463106,307.604333,0,0,35.760218,0,0,0,0,0,1138.351719,20.681088,25.490728,0,0,113.068981,7.01148,0,2149.916745,3.33931,161.426392,55.454161,0,0,1.611714,45.170083,431.187892,0,0,0,0,0,0,0,0,0,34.803993,0,0,0,0,0
cylindrotheca_H2O2_3,215.853168,71.311091,1653.849878,0,2979.830983,365.144715,448.6082,0,303.450449,85.27377,12.555314,6.052573,0,189.522788,4.185138,139.876035,0,0,0,504.768522,171.570675,0,162.607772,94.398349,1714.472569,33.307446,27.932078,42.529991,0,0,242.455416,6.764143,10.623573,0,0,26.784628,148.595279,0,63.077946,497.685483,18.661087,346.844445,0,0.84403,0,470.036678,1.991789,0,0,232.69884,0,177.07735,151.633089,23.249409,610.573833,0,0,122.199393,30.121382,12.861559,0,625.522589,0,54.367328,0,489.054664,8.017038,15.741791,0,24.856999,6.940864,6.658643,10.20266,0,0,0,12.128704,304.525202,0,119.350192,243.464538,0,46.459155,3241.191045,115.425758,0,337.820497,1067.061385,293.811326,0,216.804349,33.239261,0,2092.820004,8.073333,0,82.388862,0,0,12.857082,468.307506,0,0,0,4.674799,93.486516,0,0,0,0,0.856801,0,8.122766,56.253851,3.894781,8.925164,3.119753,26.047392,3.034356,0,50.96522,0,190.373333,0,0,3.304149,0,0,55.450265,27.748525,0,0,0,0,0,0,0,0,0,5.037583,0,44.354881,310.536876,0,0,23.700582,0,0,0,0,0,1238.882524,15.413659000000001,30.531282,0,0,144.029485,6.878834,0,1586.741476,1.091729,166.923788,49.477414,0,0,0,38.852329,480.321462,0,0,0,0,0,0,0,0,0,48.262132,0,0,0,0,0
cylindrotheca_no_Fe_1,397.335236,106.75574,1541.037841,0,1422.69613,411.682466,327.750656,0,187.208397,47.051893,37.949177,31.487028,0,207.266186,10.733554,97.064704,0,0,0,368.581877,72.253194,0,170.946712,46.224672,9230.989772,91.950996,66.44727,116.536086,0,0,130.246368,4.667291,13.676112,0,0,153.332835,353.22816,0,16.671509,134.830408,24.388224,465.876736,0,9.943782,0,111.777766,5.766789,0,0,426.069843,0,62.446021,126.876077,56.583776,419.546594,0,0,77.816435,43.852417,25.645378,0,212.188881,0,62.853809,0,465.910355,2.095695,135.855611,0,49.005441,6.092413,13.983975,21.330708,2.637113,0,0,7.201088,331.914987,0,139.906882,144.544168,0,8.090757,4445.416702,42.713331,0,1031.074503,79.745317,57.835608,0,47.368842,48.668611,0,157.681667,2.64159,0,240.20901,0,0,20.389636,143.205839,0,0,0,27.332972,101.915021,0,0,0,0,8.191578,0,11.715995,244.36096,0,4.661185,4.147014,50.286916,1.321602,0,27.596309,0,127.665712,0,0,16.907811,0,0,174.815841,27.766197,0,0,0,0,0,0,3.281717,0,0,5.264039,0,12.98417,226.346248,0,0,50.154683,0,0,0,0,0,277.582902,86.729928,10.695695,0,0,31.052481,2.80999,0,2018.976975,6.250755,334.9175,90.139698,0,0,4.444498,64.854855,298.813285,0,0,0,0,0,0,0,0,0,47.592374,0,0,0,0,0
cylindrotheca_no_Fe_2,381.655468,124.818156,1782.797066,0,1382.807744,212.829058,397.848151,0,165.010629,63.719822,37.498988,35.761964,0,228.911851,11.219028,99.189502,0,0,0,492.738873,64.984286,0,284.389856,46.731271,13350.244832,98.806709,53.514814,116.594061,0,0,140.940403,9.170645,9.880081,0,0,284.555728,420.550871,0,10.528328,154.452723,21.992837,536.43308,0,9.354972,0,160.544243,3.168673,0,0,445.790396,0,60.480313,142.106437,58.785142,444.076108,0,0,64.561688,72.347946,40.333806,0,213.441784,0,74.751553,0,436.432651,1.38318,157.182568,0,55.156449,5.148332,38.701824,24.788037,2.089314,2.877777,0,5.762174,399.672437,0,126.634777,112.13561,0,13.120349,4873.393519,33.188318,0,1361.418761,72.905704,58.746537,0,50.52744,52.923076,0,177.289595,4.357085,0,270.094035,0,0,26.520027,201.406741,0,0,0,28.539917,93.869844,0,0,0,0,5.901544,0,16.685275,217.010444,3.369218,5.942452,6.774855,40.957544,12.084315,0,21.721692,0,141.270387,0,0,18.308411,0,0,147.720515,32.788442,0,0,0,0,0,0,9.69289,0,0,5.795416,0,14.25038,272.926675,0,0,64.971869,0,0,0,0,0,224.627405,73.942679,10.98718,0,0,33.682404,4.568117,0,1902.02552,13.836956,327.616372,97.58314,0,0,0,71.039994,329.564737,0,0,0,0,0,0,0,0,0,106.443336,0,0,0,0,0
kbha_AM,1.602859,409.414287,2329.804643,337.949426,2884.823739,68.76142300000001,872.262903,2.592389,232.727096,63.104374,2.011669,9.054511,320.80616,523.2190099999999,0,80.450014,14.880293,10.394755,0,1312.405181,183.806991,27.055786,510.582348,27.970951,133585.47518,262.563825,193.593093,71.741001,5.165473,40.729033,2240.137879,40.884278,0,0,0,45.563107,282.460721,19.642926,38.635077,281.999956,114.195058,640.892835,5.3362,10.650766,12.930514,199.625744,0,2.933837,0,127.82367400000001,0,397.31471,22.963429,73.502893,335.049395,13.835354,335.54841,963.692025,112.68494600000001,54.927979,12.681844,68.437556,117.624178,70.699785,66.550118,239.455355,16.990215,261.137688,41.409211,29.769179,57.413815,118.812473,58.40012600000001,4.374894,1010.783099,4.283078,2.808801,122.001507,0,23.161778,96.548394,74.281581,28.381537,59.364968,58.290643,302.530756,0,220.623503,0,0,105.49779000000001,60.728915,6.375298,61.006508000000004,3.734714,0,273.893772,46.778765,133.540594,26.734664000000002,253.175643,23.817393000000003,189.145294,0,2.650039,19.3507,94.24333000000001,0,9.862058999999999,204.082015,14.376074,37.734279,0,61.545912,2.136487,165.01906300000002,8.377452,1.72085,2.472099,77.604424,8.02877,2.139092,27.646414,60.256530999999995,0,3.306171,0,64.812247,587.0373579999999,112.401287,26.441938,425.930968,0,152.478371,151.119099,3.392548,0,0,0,3.56606,20.826912,0,111.319952,5.392168,2.055119,20.504605,14.943242999999999,155.609373,6.539625,0,5.812347,0,4.658196,10.118349,4.248709,2.0139329999999998,38.286062,16.297562,148.553313,6574.8158220000005,0,312.54103599999996,287.559816,3.823684,0.511576,23.938988000000002,23.463618,480.463023,124.512124,65.45096699999999,255.856968,0,65.65134400000001,111.581256,12.600676,3.290088,7.510233,42.558776,67.591914,0,1016.983705,2.960211,40.474963
kbha_PM,0,440.59132999999997,4226.998466,145.640646,2812.711478,16.851985,1032.120985,5.538296,330.142179,295.870432,25.780321,27.238335000000003,869.859129,549.87314,0,73.964928,5.664544,9.018527,0,285.284641,592.95269,62.047993,66.859014,26.888714,10249.140992,439.133013,239.68349800000001,120.426502,11.131418,43.735664,2463.90446,35.434018,2.908368,0,0,11.27449,408.95837500000005,37.735198,23.600846999999998,318.628601,212.21827,693.286532,2.274755,1.635783,37.35049,69.253392,0,0.815415,0,138.915212,0,256.144999,26.016222,161.049078,189.767313,15.07191,313.726503,418.89797599999997,23.368464,121.189801,23.023933,90.466107,74.250638,25.538782,27.984054,175.45924,0,17.656808,55.161578,49.551407,1.689433,118.448618,159.84213400000002,8.168018,606.775169,11.79393,26.508881,157.851223,0,232.417592,38.752393,47.58893,50.387242,50.639056000000004,42.607563999999996,331.663849,0,101.95439,0,26.462778999999998,56.515196,68.596998,8.256822,68.196324,3.974238,0,328.19579799999997,41.206414,179.851062,17.92351,176.864662,37.898815,222.692288,0,3.668721,31.239937,84.517382,0,10.163065,231.853631,75.956711,32.522397,0,56.603601999999995,1.503831,196.53436000000002,2.706726,11.660298,3.981513,87.325607,17.653163,2.579401,29.349587,55.405073,8.332935,150.611683,0,92.186851,389.55315,261.30433,5.513034,317.264304,0,109.843329,86.335038,5.189328,0,0,8.850083,2.428564,30.022268999999998,0,66.400958,5.113732,54.45844,40.942017,20.733751,262.200996,11.053049,0,2.353767,0,28.031728,13.740247,6.499584,3.240909,43.864643,53.761023,25.780265,5385.338562,1.475636,295.805793,363.911888,0.224631,0,62.720838,75.39677400000001,632.961083,188.43074000000001,56.187193,271.11074,0,73.29229000000001,154.67606,18.202386,9.412683,12.09947,11.671125,121.02191499999999,0,626.3449760000001,0.664325,63.113533
micpol_hn_1,0,466.094449,672.897485,344.280734,2270.1079760000002,24.683759,1701.533984,252.26619200000002,265.002881,111.048808,11.835714999999999,14.578766,20.126159,0,0,620.584937,0,0,0,414.26824600000003,23.914051999999998,4.286239,909.131048,35.308645,56155.898005,3.412805,1122.3101649999999,105.28545,0,0,177.92837400000002,0,0,11.158308,0,314.973866,342.71951,0,35.653076,0,83.4588,54.019705,0,50.845222,25.341715,329.509977,0,664.032649,0,48.723019,14.415016,827.6509199999999,15.142922,422.494951,160.8151,38.353372,1924.6008330000002,32.188502,2880.2193610000004,24.993036,11.386688,55.03588,0,519.9113639999999,3.520659,311.240404,1267.964547,508.330853,0,93.612442,327.067608,0,129.656169,38.263011999999996,103.466132,0,0,136.358955,0,30.239559,19.646892,0,0,48.859981,55.458897,96.065966,0,160.016552,0,0,38.35895,13.423065,0,0,0,80.593524,16.965958,0,92.980729,38.633994,207.548229,0,54.883625,0,47.219747,20.221734,7.117852,0,31.849854,0,25.894796,0,37.639984999999996,27.64385,17.573144,27.634548,0,53.706249,28.122985,57.16717,0,10.53825,0,314.67498,41.459448,15.907447,0,0,0,36.832081,105.49640500000001,28.064452,0,17.218422,18.672735,4.581761,0,0,0,16.004843,32.505430000000004,0,197.173775,20.77414,0,0,36.468161,89.733998,45.791049,0,0,0,18.858321,12.023073,0,0,64.883996,35.668583,11.315142,2192.518782,0,181.705669,0,0.098245,0,0,183.059125,83.747679,0,0,1.667726,22.98096,17.440917,207.40660200000002,22.081016,16.458565,20.154049,103.528404,43.224414,0,0,0,0
micpol_hn_2,0,334.032287,661.905117,321.175457,2402.968725,12.473066,1464.4779369999999,259.651788,280.597984,78.345638,7.425465,31.512036,114.943117,0,0,635.326662,0,70.850787,0,99.60839899999999,6.078079,9.65688,1042.071926,112.039914,66786.881101,25.388392,1066.064794,72.825782,0,0,199.367322,0,0,13.83125,0,298.74016900000004,303.950861,0,38.574963,0,68.692017,107.355232,0,42.888266,26.134997,388.69648,0,609.934417,0,75.00245,11.312956,1034.236073,0.915698,463.82190499999996,365.948911,39.145593,2104.147902,134.558889,2888.298003,30.074581000000002,9.216386,69.66486,0,310.976284,0,325.27386,1288.434414,441.281497,0,79.0907,246.457284,0,127.36836299999999,34.791147,19.245728,0.882597,0,58.072337,0,44.04229,37.064572999999996,0,0,42.387402,62.648289,92.972379,0,409.07061699999997,0,0,36.943571,12.932252,0,0,0,0,11.886638000000001,0,24.771177,35.052006,160.917204,0,82.911244,0,59.84161400000001,14.275503,7.695289,0,30.224679,0,33.100281,0,0,27.509207,17.146588,47.897114,0,0.937111,31.073045,164.501193,0,10.102135,0,385.553458,41.280926,0,0,0,0,36.672707,187.594892,24.59807,0,29.660456,38.24588,5.202318,0,0,0,21.741611,39.807507,0,182.316239,22.587633,0,92.63681,24.609288,55.834351,0,0,0,0,16.517197,10.684859,0,0,46.503154,14.444531999999999,0,1995.389037,0,159.108124,0,25.292340000000003,0,0,146.685409,176.374413,37.407366,0,4.018532,46.226813,16.079626,122.86935700000001,28.956733,15.563762,23.60125,226.530222,54.412156,0,0,0,0
micpol_hn_3,0,215.117591,839.560178,387.543008,1814.0489049999999,15.290392,2076.4091049999997,118.55546100000001,75.419776,65.550549,11.508984,29.769462,141.884572,5.815567000000001,0,842.932798,0,37.257454,0,92.277961,5.722889,8.077067,922.405243,77.34626,70889.116442,15.161355,770.0173749999999,133.503841,0,0,102.197198,0,0,24.666522,51.149771,298.824077,284.01954,0,43.590944,0,94.743116,103.346928,0,36.925665,32.351526,217.653269,0,696.918082,0,27.183386,35.382755,1045.061283,0.47435,0,96.684806,46.385562,2120.765183,26.674896,3025.41416,29.645065,13.394236,68.158514,0,386.507303,4.023041,304.094131,1416.463312,925.284631,0,111.348753,247.790045,0,181.792575,36.864936,123.17120299999999,0,0,121.173222,0,36.215737,25.072737,0,0,25.910331,71.316593,147.035412,0,0,0,0,25.462994,15.807895,0,0,0,76.22526,0,0,2.467062,44.793402,184.25791999999998,0,107.09780900000001,0,49.233702,20.116489,7.58754,0,40.759344,0,34.500205,0,25.747242,4.157671000000001,22.288132,26.371108,0,0.619096,26.447068,147.854047,0,11.729019,0,283.025903,55.757110000000004,0.802361,0,0,34.144192999999994,32.16266,109.060858,29.864826,0,18.755143,17.724967,5.675519,0,0,38.511625,29.423901999999998,39.536994,0,221.50139800000002,20.582365,0,0,41.769064,49.362552,70.88020999999999,0,0,0,21.815496,13.282747,0,0,58.903893000000004,45.757364,0,2244.715854,0,201.83334399999998,0,0,0,0,48.452014999999996,191.043914,0,0,4.21033,0,17.744359,51.753541,26.502171,19.263454,25.629369,48.92373,53.029994,0,0,0,0
micpol_hn_4,0,244.57683,584.999729,575.323673,2217.953605,6.126554,2242.693235,132.20208100000002,157.000392,59.557244,18.158113,50.026837,177.69980999999999,0,0,742.218452,0,45.958141,0,122.17210299999999,6.992528,6.6704289999999995,1203.1063379999998,26.293479,67602.084069,2.2696889999999996,1015.461089,106.101097,0,0,39.213632000000004,0,0,20.369275,0,309.321253,233.29986,0,42.020921,0,37.990202000000004,130.703866,0,40.172245,29.246764000000002,324.092377,0,570.771436,0,51.679003,14.547625,1170.822312,0.802968,339.161194,191.016847,52.830931,2203.9713629999997,44.135767,3111.3829899999996,24.553591,10.882117,111.134555,0,406.850068,4.518706,242.509037,1492.280472,832.782742,0,88.65632599999999,272.664904,0,96.544906,44.017271,20.986229,0,0,97.602357,0,29.565629,23.249899000000003,0,0,14.126721999999999,61.989528,158.688015,0,380.46770100000003,0.424547,0,42.771623,13.946072,0,0,0,24.766285,13.969614,0,19.403676,39.207622,181.704234,0,91.721856,0,51.824478,15.871932000000001,8.223312,0,37.999883,0,24.909549,0,0,57.076820999999995,18.536166,34.969272,0,0.393675,28.933729,142.597847,0,10.146881,0,552.991254,39.960298,48.181945,0,0,43.147960000000005,9.054032,152.230554,29.210482,0,40.640475,15.024167,4.048175,0,0,0,15.641477,37.332836,0,201.919069,20.941812,0,0,42.93481,47.660076,43.249995,0,0,0,20.488728,11.554148,0,0,57.933184,18.123374,0,2071.377888,0,243.862235,0,0,0,0,125.851378,158.757022,0,0,4.285395,50.80658,0,201.856918,38.259563,17.897862,25.547898,191.062849,0,0,0,0,0
micpol_ln_1,0,504.768081,506.48949500000003,359.514993,1661.142371,370.612258,1701.992763,194.331287,108.87683799999999,39.551902,11.1117,29.901875999999998,188.64247400000002,0,0,639.162241,0,36.763366,0,200.195135,6.585911,5.317019,1071.9576909999998,79.052287,54777.712805,3.643534,1289.822458,93.525466,0,0,319.764641,0,0,0,75.42969099999999,242.618826,234.786527,0,44.687964,0,46.896512,106.23007199999999,0,45.897071,20.620979,510.741714,0,707.948978,0,43.319765,13.837067999999999,892.914455,1.224972,361.110054,269.710534,44.010972,1926.276272,24.854124,2406.497167,48.574707000000004,13.049326,56.159507,142.714123,482.20499,5.546645,243.171048,1206.848139,914.1059290000001,0,69.28734,221.52723300000002,0,165.03474400000002,48.843993,81.792566,0,0,72.363479,0,20.119005,26.247668,0,0,62.256619,55.704372,181.667184,0,329.674213,0,0,35.844756000000004,14.694434,0,0,0,18.480768,4.33923,0,0,31.631431000000003,240.165528,0,75.167367,0,46.674902,38.829042,7.8305560000000005,0,0,0,27.228186,0,0,32.702177,20.469757,21.864465,0,6.093259,20.861169,115.08017,0,10.454171,0,530.674042,49.942706,0.40181,0,0,21.041761,33.99671,135.805583,29.49746,0,26.890174,48.299094,4.781861,0,0,33.808158,27.652508,42.114044,0,200.375093,18.444613,0,0,38.436905,99.707485,0,0,0,0,20.722314,21.518118,0,0,135.84499,16.695732,12.769796,1898.990587,0,271.895208,0,0,0,0,231.26940399999998,194.946577,0,0,0,47.752351,17.198516,37.929334000000004,27.858762000000002,16.901561,29.93273,140.27112400000001,28.117109,0,0,0,0
